"","Starhill_Accession_number","Longitude","Latitude","Species_Name","Genus","Species","Subspecific","Parentage","Year_Died","New_Compartment","Old_Compartment","Lot","Year_Outplanted","red_oak_t","white_oak_t","intermediate_oaks_t","cerris_oaks_t","Section"
"306","2016-016",-89.80170672,39.93222691,"Quercus buckleyi × marilandica","Quercus","","","buckleyi × marilandica","","A7","OOOOA",1,"2016",FALSE,FALSE,FALSE,FALSE,NA
"307","2004-078",-89.80167529,39.93355888,"Quercus petraea × macranthera","Quercus","","","petraea × macranthera F2","","B5","OOB",2,"2004",FALSE,FALSE,FALSE,FALSE,NA
"308","2004-088",-89.80166481,39.93359945,"Quercus petraea × robur","Quercus","","","petraea 'Insecata' × robur F1","","B5","OOB",1,"2004",FALSE,FALSE,FALSE,FALSE,NA
"309","2016-034",-89.8015887,39.93221367,"Quercus frainetto × macranthera","Quercus","","","frainetto × macranthera 'Macon' F2","","B7","OOOOB",1,"2016",FALSE,FALSE,FALSE,FALSE,NA
"310","2001-060",-89.80144,39.935704,"Quercus cerrioides  × faginea","Quercus","","","cerrioides  × faginea","","Oak Street","Oak Street",1,"2001",FALSE,FALSE,FALSE,FALSE,NA
"311","2001-063",-89.80144,39.935704,"Quercus buckleyi ×  gravesii","Quercus","","","buckleyi ×  gravesii","","Oak Street","Oak Street",1,"2001",FALSE,FALSE,FALSE,FALSE,NA
"312","2006-085",-89.80144,39.935704,"Quercus fusiformis × virginiana","Quercus","","","fusiformis × virginiana","","Oak Street","Oak Street",1,"2006",FALSE,FALSE,FALSE,FALSE,NA
"313","2004-081",-89.80144,39.935704,"Quercus rysophylla × buckleyi","Quercus","","","rysophylla × buckleyi","","Oak Street","Oak Street",1,"2004",FALSE,FALSE,FALSE,FALSE,NA
"314","2018-060",-89.80144,39.935704,"Quercus rysophylla × nigra","Quercus","","","rysophylla × nigra","","Oak Street","Oak Street",1,"2018",FALSE,FALSE,FALSE,FALSE,NA
"315","2003-061",-89.80136935,39.93377312,"Quercus arkansana × falcata","Quercus","","","arkansana × falcata","","B4","OB",1,"2003",FALSE,FALSE,FALSE,FALSE,NA
"316","2015-040",-89.80132685,39.93225734,"Quercus macranthera × robur ","Quercus","","","macranthera (f) × robur fastigiata 'Monument'","","B7","OOOOB",1,"2015",FALSE,FALSE,FALSE,FALSE,NA
"317","2002-057",-89.80132199,39.93398175,"Quercus castaneifolia × libani","Quercus","","","castaneifolia × libani","","B4","OB",1,"2002",FALSE,FALSE,FALSE,FALSE,NA
"318","1999-059",-89.80125401,39.93382685,"Quercus ellipsoidalis × rubra","Quercus","","","ellipsoidalis × rubra F2","","B4","OB",1,"1999",FALSE,FALSE,FALSE,FALSE,NA
"319","2002-052",-89.80120347,39.93391352,"Quercus georgiana × nigra","Quercus","","","georgiana (f) × nigra F1","","B4","OB",2,"2002",FALSE,FALSE,FALSE,FALSE,NA
"320","2002-054",-89.80117388,39.93394202,"Quercus nigra × coccinea","Quercus",""," 'Fire Water'","nigra (f) × coccinea F1","","B4","OB",1,"2002",FALSE,FALSE,FALSE,FALSE,NA
"321","2001-065",-89.80112954,39.93390363,"Quercus macranthera × petraea","Quercus","","","macranthera (f) × petraea F1","","B4","OB",1,"2001",FALSE,FALSE,FALSE,FALSE,NA
"322","1999-057",-89.80104832,39.93406934,"Quercus georgiana × nigra","Quercus","","","georgiana (f) × nigra F1","","B4","OB",1,"1999",FALSE,FALSE,FALSE,FALSE,NA
"323","2019-029",-89.80103,39.93453,"Quercus robur x alba","Quercus","","‘JFS-KW2QX’ TM-Skinny Genes","robur x alba","","B3","B",1,"2019",FALSE,FALSE,FALSE,FALSE,NA
"324","2000-056",-89.80100909,39.93393028,"Quercus sargentii × macrocarpa","Quercus","","","sargentii (f) × macrocarpa F3","","B4","OB",1,"2000",FALSE,FALSE,FALSE,FALSE,NA
"325","2002-055",-89.80091329,39.93398837,"Quercus ellipsoidalis × rubra","Quercus","","","ellipsoidalis × rubra F2","","B4","OB",1,"2002",FALSE,FALSE,FALSE,FALSE,NA
"326","2019-031",-89.80087,39.93443,"Quercus robur x alba","Quercus","","JFS-KW1QX' TM-Streetspire","robur x alba","","C3","C",1,"2019",FALSE,FALSE,FALSE,FALSE,NA
"327","2004-080",-89.80044415,39.93459195,"Quercus prinoides × muehlenbergii","Quercus","","","prinoides × muehlenbergii","","C3","C",2,"2004",FALSE,FALSE,FALSE,FALSE,NA
"328","2001-064",-89.80007468,39.93604311,"Quercus prinoides × muehlenbergii","Quercus","","","georgiana (f) × nigra F1","","D1","DDD",1,"2001",FALSE,FALSE,FALSE,FALSE,NA
"329","2000-057",-89.79855269,39.93565176,"Quercus georgiana × nigra","Quercus","","","macrocarpa × virginiana","","F1","FFF",1,"2000",FALSE,FALSE,FALSE,FALSE,NA
"330","2001-023",-89.79838111,39.93587731,"Quercus schuettei × macrocarpa","Quercus","","","schuettei × macrocarpa","","F1","FFF",1,"2001",FALSE,FALSE,FALSE,FALSE,NA
"331","2021-014",39.93226,-89.802,"Quercus nuttallii × nigra","Quercus","","","nuttallii × nigra","F2","","",NA,"2021",FALSE,FALSE,FALSE,FALSE,NA
"332","1994-031",-89.80144,39.935704,"Quercus ilex","Quercus","ilex","","","","Oak Street","Oak Street",1,"1994",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"333","2015-086",-89.80144,39.935704,"Quercus ilex","Quercus","ilex","","","","Oak Street","Oak Street",6,"2015",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"334","2011-007",-89.80125418,39.93401477,"Quercus incana","Quercus","incana","","","","B4","OB",3,"2011",TRUE,FALSE,FALSE,FALSE,"red_oak"
"335","1998-029",-89.80121667,39.9354,"Quercus incana","Quercus","incana","","","","B2","BB",1,"1998",TRUE,FALSE,FALSE,FALSE,"red_oak"
"336","2002-029",-89.8012,39.9354,"Quercus incana","Quercus","incana","","","","B2","BB",2,"2002",TRUE,FALSE,FALSE,FALSE,"red_oak"
"337","2013-094",-89.80144,39.935704,"Quercus infectoria","Quercus","infectoria","boissieri","","","Oak Street","Oak Street",4,"2013",FALSE,TRUE,FALSE,FALSE,"white_oak"
"338","2018-019",-89.80126147,39.93200538,"Quercus infectoria","Quercus","infectoria","veneris","× pubescens?","","B7","OOOOB",1,"2018",FALSE,TRUE,FALSE,FALSE,"white_oak"
"339","2005-060",-89.80060517,39.93523819,"Quercus kelloggii","Quercus","kelloggii","","","","C2","CC",1,"2005",TRUE,FALSE,FALSE,FALSE,"red_oak"
"340","2011-073",-89.80196874,39.93310307,"Quercus laceyi","Quercus","laceyi","","","","A5","OOA",5,"2011",FALSE,TRUE,FALSE,FALSE,"white_oak"
"341","2010-099",-89.80188794,39.93275656,"Quercus laceyi","Quercus","laceyi","","","","A6","OOOA",5,"2010",FALSE,TRUE,FALSE,FALSE,"white_oak"
"342","2000-028",-89.80144,39.935704,"Quercus laceyi","Quercus","laceyi","","","","Oak Street","Oak Street",3,"2000",FALSE,TRUE,FALSE,FALSE,"white_oak"
"343","2009-170",-89.8016,39.93298333,"Quercus libani","Quercus","libani","","","","B6","OOOB",3,"2009",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"344","2012-030",-89.80155417,39.93261147,"Quercus libani","Quercus","libani","","","","B6","OOOB",8,"2012",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"345","2015-087",-89.80150656,39.93209515,"Quercus libani","Quercus","libani","","","","B7","OOOOB",9,"2015",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"346","2005-061",-89.80147052,39.93323643,"Quercus libani","Quercus","libani","","","","B5","OOB",1,"2005",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"347","2003-029",-89.80144,39.935704,"Quercus libani","Quercus","libani","","","","Oak Street","Oak Street",7,"2003",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"348","2008-048",-89.80143333,39.93315,"Quercus libani","Quercus","libani","","","","B6","OOOB",2,"2008",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"349","1999-032",-89.80144,39.935704,"Quercus lobata","Quercus","lobata","","","","Oak Street","Oak Street",1,"1999",FALSE,TRUE,FALSE,FALSE,"white_oak"
"350","1988-012",-89.80223897,39.93501121,"Quercus lyrata","Quercus","lyrata","","","","A2","AA",3,"1988",FALSE,TRUE,FALSE,FALSE,"white_oak"
"351","2016-077",-89.80207678,39.93204217,"Quercus lyrata","Quercus","lyrata","","","","A7","OOOOA",7,"2016",FALSE,TRUE,FALSE,FALSE,"white_oak"
"352","2018-063",-89.80202221,39.93192215,"Quercus lyrata","Quercus","lyrata","","","","A7","OOOOA",9,"2018",FALSE,TRUE,FALSE,FALSE,"white_oak"
"353","2015-020",-89.80183664,39.93227486,"Quercus lyrata","Quercus","lyrata","","","","A7","OOOOA",5,"2015",FALSE,TRUE,FALSE,FALSE,"white_oak"
"354","1994-033",-89.80224341,39.93495966,"Quercus macranthera","Quercus","macranthera","","","","A2","AA",1,"1994",FALSE,FALSE,FALSE,FALSE,NA
"355","2007-037",-89.80153682,39.93322763,"Quercus macranthera","Quercus","macranthera","","","","B5","OOB",2,"2007",FALSE,FALSE,FALSE,FALSE,NA
"356","2012-035",-89.80147948,39.93255288,"Quercus macranthera","Quercus","macranthera","","","","B6","OOOB",4,"2012",FALSE,FALSE,FALSE,FALSE,NA
"357","2015-089",-89.8014504,39.93211417,"Quercus macranthera","Quercus","macranthera","","","","B7","OOOOB",5,"2015",FALSE,FALSE,FALSE,FALSE,NA
"358","2012-020",-89.80142609,39.93253386,"Quercus macranthera","Quercus","macranthera","syspirensis","","","B6","OOOB",2,"2012",FALSE,FALSE,FALSE,FALSE,NA
"359","2005-062",-89.80138293,39.93323115,"Quercus macranthera","Quercus","macranthera","syspirensis","","","B5","OOB",1,"2005",FALSE,FALSE,FALSE,FALSE,NA
"360","2010-100",-89.80131327,39.93279353,"Quercus macranthera","Quercus","macranthera","","","","B6","OOOB",4,"2010",FALSE,FALSE,FALSE,FALSE,NA
"361","2018-021",-89.8012225,39.93200949,"Quercus macranthera","Quercus","macranthera","","","","B7","OOOOB",6,"2018",FALSE,FALSE,FALSE,FALSE,NA
"362","1982-032",-89.80226889,39.93523518,"Quercus macrocarpa","Quercus","macrocarpa","","","","A2","AA",1,"1982",FALSE,TRUE,FALSE,FALSE,"white_oak"
"363","1994-036",-89.80212481,39.93502026,"Quercus macrocarpa","Quercus","macrocarpa"," 'Rough Rider'","","","A2","AA",1,"1994",FALSE,TRUE,FALSE,FALSE,"white_oak"
"364","2015-021",-89.80212288,39.93219255,"Quercus macrocarpa","Quercus","macrocarpa","Big John'","","","A7","OOOOA",1,"2015",FALSE,TRUE,FALSE,FALSE,"white_oak"
"365","1985-022",-89.80212238,39.93520894,"Quercus macrocarpa","Quercus","macrocarpa","","","","A2","AA",3,"1985",FALSE,TRUE,FALSE,FALSE,"white_oak"
"366","1900-043",-89.80085,39.93553333,"Quercus macrocarpa","Quercus","macrocarpa","","","","C1","CCC",2,"spontaneous",FALSE,TRUE,FALSE,FALSE,"white_oak"
"367","2019-051",-89.80077,39.93467,"Quercus macrocarpa","Quercus","macrocarpa","Motherlode'","","","C3","C",1,"2019",FALSE,TRUE,FALSE,FALSE,"white_oak"
"368","1900-044",-89.80053333,39.93555,"Quercus macrocarpa","Quercus","macrocarpa","","","","C1","CCC",2,"spontaneous",FALSE,TRUE,FALSE,FALSE,"white_oak"
"369","2019-013",-89.80049,39.93308,"Quercus macrocarpa","Quercus","macrocarpa","","","","C5","OOC",110,"2019",FALSE,TRUE,FALSE,FALSE,"white_oak"
"370","2016-023",-89.80047299,39.93330482,"Quercus macrocarpa","Quercus","macrocarpa","","","","C5","OOC",100,"2016",FALSE,TRUE,FALSE,FALSE,"white_oak"
"371","2016-024",-89.80046192,39.93319955,"Quercus macrocarpa","Quercus","macrocarpa","","","","C5","OOC",101,"2016",FALSE,TRUE,FALSE,FALSE,"white_oak"
"372","2012-021",-89.80045907,39.93338655,"Quercus macrocarpa","Quercus","macrocarpa","","","","C5","OOC",86,"2012",FALSE,TRUE,FALSE,FALSE,"white_oak"
"373","2016-026",-89.80042228,39.9331718,"Quercus macrocarpa","Quercus","macrocarpa","","","","C5","OOC",103,"2016",FALSE,TRUE,FALSE,FALSE,"white_oak"
"374","2016-025",-89.80041859,39.93320332,"Quercus macrocarpa","Quercus","macrocarpa","","","","C5","OOC",104,"2016",FALSE,TRUE,FALSE,FALSE,"white_oak"
"375","2014-070",-89.80041431,39.93331815,"Quercus macrocarpa","Quercus","macrocarpa","","","","C5","OOC",90,"2014",FALSE,TRUE,FALSE,FALSE,"white_oak"
"376","2015-025",-89.80040166,39.93331094,"Quercus macrocarpa","Quercus","macrocarpa","","","","C5","OOC",96,"2015",FALSE,TRUE,FALSE,FALSE,"white_oak"
"377","2014-075",-89.80039931,39.93350171,"Quercus macrocarpa","Quercus","macrocarpa","","","","C5","OOC",92,"2014",FALSE,TRUE,FALSE,FALSE,"white_oak"
"378","2019-001",-89.80038,39.9331,"Quercus macrocarpa","Quercus","macrocarpa","","","","C5","OOC",109,"2019",FALSE,TRUE,FALSE,FALSE,"white_oak"
"379","2014-071",-89.80036528,39.93333315,"Quercus macrocarpa","Quercus","macrocarpa","","","","C5","OOC",93,"2014",FALSE,TRUE,FALSE,FALSE,"white_oak"
"380","2013-034",-89.80036285,39.93344958,"Quercus macrocarpa","Quercus","macrocarpa"," 'Rough Rider'","","","C5","OOC",1,"2013",FALSE,TRUE,FALSE,FALSE,"white_oak"
"381","2017-025",-89.80033661,39.9331542,"Quercus macrocarpa","Quercus","macrocarpa","","","","C5","OOC",103,"2017",FALSE,TRUE,FALSE,FALSE,"white_oak"
"382","2014-072",-89.80033536,39.93340432,"Quercus macrocarpa","Quercus","macrocarpa","","","","C5","OOC",95,"2014",FALSE,TRUE,FALSE,FALSE,"white_oak"
"383","2017-026",-89.80030585,39.93327314,"Quercus macrocarpa","Quercus","macrocarpa","","","","C5","OOC",104,"2017",FALSE,TRUE,FALSE,FALSE,"white_oak"
"384","2014-069",-89.80028708,39.9335101,"Quercus macrocarpa","Quercus","macrocarpa","","","","C5","OOC",89,"2014",FALSE,TRUE,FALSE,FALSE,"white_oak"
"385","2014-073",-89.8002771,39.93342234,"Quercus macrocarpa","Quercus","macrocarpa","","","","C5","OOC",94,"2014",FALSE,TRUE,FALSE,FALSE,"white_oak"
"386","2016-027",-89.80027509,39.93324255,"Quercus macrocarpa","Quercus","macrocarpa","","","","C5","OOC",102,"2016",FALSE,TRUE,FALSE,FALSE,"white_oak"
"387","2013-038",-89.80027291,39.93359056,"Quercus macrocarpa","Quercus","macrocarpa"," 'Big John'","","","C5","OOC",1,"2013",FALSE,TRUE,FALSE,FALSE,"white_oak"
"388","2015-022",-89.80025682,39.93337112,"Quercus macrocarpa","Quercus","macrocarpa","","","","C5","OOC",97,"2015",FALSE,TRUE,FALSE,FALSE,"white_oak"
"389","2014-074",-89.80022664,39.93347665,"Quercus macrocarpa","Quercus","macrocarpa","","","","C5","OOC",91,"2014",FALSE,TRUE,FALSE,FALSE,"white_oak"
"390","2015-024",-89.80020368,39.93342955,"Quercus macrocarpa","Quercus","macrocarpa","","","","C5","OOC",99,"2015",FALSE,TRUE,FALSE,FALSE,"white_oak"
"391","2015-023",-89.80019186,39.93341672,"Quercus macrocarpa","Quercus","macrocarpa","","","","C5","OOC",98,"2015",FALSE,TRUE,FALSE,FALSE,"white_oak"
"392","2018-022",-89.8001885,39.93321874,"Quercus macrocarpa","Quercus","macrocarpa","","","","D5","OOD",105,"2018",FALSE,TRUE,FALSE,FALSE,"white_oak"
"393","2018-024",-89.80013461,39.93336149,"Quercus macrocarpa","Quercus","macrocarpa","","","","D5","OOD",107,"2018",FALSE,TRUE,FALSE,FALSE,"white_oak"
"394","2018-023",-89.80010619,39.93330105,"Quercus macrocarpa","Quercus","macrocarpa","","","","D5","OOD",106,"2018",FALSE,TRUE,FALSE,FALSE,"white_oak"
"395","2018-025",-89.80009404,39.93338764,"Quercus macrocarpa","Quercus","macrocarpa","","","","D5","OOD",108,"2018",FALSE,TRUE,FALSE,FALSE,"white_oak"
"396","1997-039",-89.79855,39.93546667,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",43,"1997",FALSE,TRUE,FALSE,FALSE,"white_oak"
"397","1994-039",-89.7985,39.93535,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",33,"1994",FALSE,TRUE,FALSE,FALSE,"white_oak"
"398","2009-176",-89.79848966,39.93595158,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",76,"2009",FALSE,TRUE,FALSE,FALSE,"white_oak"
"399","2009-173",-89.79847147,39.93589877,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",75,"2009",FALSE,TRUE,FALSE,FALSE,"white_oak"
"400","2010-106",-89.79846879,39.93597832,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",83,"2010",FALSE,TRUE,FALSE,FALSE,"white_oak"
"401","1997-038",-89.79846636,39.93555428,"Quercus macrocarpa","Quercus","macrocarpa"," 'Lippert' F2","","","F1","FFF",27,"1997",FALSE,TRUE,FALSE,FALSE,"white_oak"
"402","2009-172",-89.79846627,39.93588955,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",74,"2009",FALSE,TRUE,FALSE,FALSE,"white_oak"
"403","1994-054",-89.79845,39.93541667,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",26,"1994",FALSE,TRUE,FALSE,FALSE,"white_oak"
"404","1994-060",-89.79845,39.93555,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",31,"1994",FALSE,TRUE,FALSE,FALSE,"white_oak"
"405","1994-050",-89.79843333,39.9354,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",25,"1994",FALSE,TRUE,FALSE,FALSE,"white_oak"
"406","1994-057",-89.79843333,39.93548333,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",32,"1994",FALSE,TRUE,FALSE,FALSE,"white_oak"
"407","2009-174",-89.79842411,39.93593222,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",73,"2009",FALSE,TRUE,FALSE,FALSE,"white_oak"
"408","1994-059",-89.7984,39.93555,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",34,"1994",FALSE,TRUE,FALSE,FALSE,"white_oak"
"409","2008-050",-89.7984,39.93595,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",71,"2008",FALSE,TRUE,FALSE,FALSE,"white_oak"
"410","2009-175",-89.79839084,39.93597002,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",77,"2009",FALSE,TRUE,FALSE,FALSE,"white_oak"
"411","2010-107",-89.79838195,39.93601168,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",84,"2010",FALSE,TRUE,FALSE,FALSE,"white_oak"
"412","2002-034",-89.79837307,39.93557774,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",39,"2002",FALSE,TRUE,FALSE,FALSE,"white_oak"
"413","1994-049",-89.79836667,39.9354,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",21,"1994",FALSE,TRUE,FALSE,FALSE,"white_oak"
"414","1994-056",-89.79836667,39.93545,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",24,"1994",FALSE,TRUE,FALSE,FALSE,"white_oak"
"415","2002-032",-89.79836667,39.93598333,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",51,"2002",FALSE,TRUE,FALSE,FALSE,"white_oak"
"416","2011-037",-89.79836309,39.93592777,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",85,"2011",FALSE,TRUE,FALSE,FALSE,"white_oak"
"417","2010-101",-89.79834817,39.93599734,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",78,"2010",FALSE,TRUE,FALSE,FALSE,"white_oak"
"418","1996-032",-89.79833401,39.93559761,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",38,"1996",FALSE,TRUE,FALSE,FALSE,"white_oak"
"419","1994-044",-89.79833333,39.93538333,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",20,"1994",FALSE,TRUE,FALSE,FALSE,"white_oak"
"420","1994-058",-89.79833333,39.9355,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",16,"1994",FALSE,TRUE,FALSE,FALSE,"white_oak"
"421","1995-023",-89.79833333,39.93546667,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",28,"1995",FALSE,TRUE,FALSE,FALSE,"white_oak"
"422","1996-025",-89.79831667,39.93543333,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",19,"1996",FALSE,TRUE,FALSE,FALSE,"white_oak"
"423","2002-038",-89.79830308,39.93557397,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",52,"2002",FALSE,TRUE,FALSE,FALSE,"white_oak"
"424","1996-033",-89.79830174,39.93559065,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",39,"1996",FALSE,TRUE,FALSE,FALSE,"white_oak"
"425","1994-048",-89.79828333,39.9354,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",18,"1994",FALSE,TRUE,FALSE,FALSE,"white_oak"
"426","1996-027",-89.79828333,39.93548333,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",36,"1996",FALSE,TRUE,FALSE,FALSE,"white_oak"
"427","1996-029",-89.79828333,39.9355,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",35,"1996",FALSE,TRUE,FALSE,FALSE,"white_oak"
"428","1997-040",-89.79827349,39.9355956,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",45,"1997",FALSE,TRUE,FALSE,FALSE,"white_oak"
"429","2008-051",-89.79826667,39.93595,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",68,"2008",FALSE,TRUE,FALSE,FALSE,"white_oak"
"430","1994-061",-89.79826553,39.93539762,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",15,"1994",FALSE,TRUE,FALSE,FALSE,"white_oak"
"431","2010-105",-89.79825463,39.93597647,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",82,"2010",FALSE,TRUE,FALSE,FALSE,"white_oak"
"432","1994-042",-89.79825,39.93538333,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",12,"1994",FALSE,TRUE,FALSE,FALSE,"white_oak"
"433","1994-043",-89.79825,39.93538333,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",16,"1994",FALSE,TRUE,FALSE,FALSE,"white_oak"
"434","1994-047",-89.79825,39.9354,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",13,"1994",FALSE,TRUE,FALSE,FALSE,"white_oak"
"435","1994-052",-89.79825,39.93541667,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",17,"1994",FALSE,TRUE,FALSE,FALSE,"white_oak"
"436","1996-031",-89.79825,39.93553333,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",37,"1996",FALSE,TRUE,FALSE,FALSE,"white_oak"
"437","2010-102",-89.79824927,39.93601184,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",79,"2010",FALSE,TRUE,FALSE,FALSE,"white_oak"
"438","2008-054",-89.79824918,39.93571303,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",51,"2008",FALSE,TRUE,FALSE,FALSE,"white_oak"
"439","2005-064",-89.79823703,39.93590187,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",66,"2005",FALSE,TRUE,FALSE,FALSE,"white_oak"
"440","2002-033",-89.79823594,39.93557364,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",46,"2002",FALSE,TRUE,FALSE,FALSE,"white_oak"
"441","2005-065",-89.7982341,39.93582669,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",67,"2005",FALSE,TRUE,FALSE,FALSE,"white_oak"
"442","1994-038",-89.79823333,39.93535,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",11,"1994",FALSE,TRUE,FALSE,FALSE,"white_oak"
"443","2005-063",-89.79822571,39.93582753,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",68,"2005",FALSE,TRUE,FALSE,FALSE,"white_oak"
"444","2010-104",-89.79821876,39.93598511,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",72,"2010",FALSE,TRUE,FALSE,FALSE,"white_oak"
"445","1994-037",-89.79821667,39.93535,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",14,"1994",FALSE,TRUE,FALSE,FALSE,"white_oak"
"446","2003-037",-89.79821557,39.93574572,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",57,"2003",FALSE,TRUE,FALSE,FALSE,"white_oak"
"447","2009-212",-89.79820702,39.93594068,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",72,"2009",FALSE,TRUE,FALSE,FALSE,"white_oak"
"448","2004-040",-89.79820509,39.93577581,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",63,"2004",FALSE,TRUE,FALSE,FALSE,"white_oak"
"449","1994-040",-89.7982,39.93536667,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",10,"1994",FALSE,TRUE,FALSE,FALSE,"white_oak"
"450","2002-035",-89.79819705,39.9356168,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",41,"2002",FALSE,TRUE,FALSE,FALSE,"white_oak"
"451","2004-042",-89.79818707,39.93589181,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",65,"2004",FALSE,TRUE,FALSE,FALSE,"white_oak"
"452","1994-046",-89.79818333,39.9354,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",8,"1994",FALSE,TRUE,FALSE,FALSE,"white_oak"
"453","2008-053",-89.79817819,39.93574563,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",59,"2008",FALSE,TRUE,FALSE,FALSE,"white_oak"
"454","2010-103",-89.79816897,39.93594789,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",80,"2010",FALSE,TRUE,FALSE,FALSE,"white_oak"
"455","1996-028",-89.79816667,39.9355,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",40,"1996",FALSE,TRUE,FALSE,FALSE,"white_oak"
"456","2003-034",-89.79816667,39.93581667,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",59,"2003",FALSE,TRUE,FALSE,FALSE,"white_oak"
"457","2003-036",-89.7981636,39.93571554,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",56,"2003",FALSE,TRUE,FALSE,FALSE,"white_oak"
"458","2004-041",-89.79815036,39.93577112,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",64,"2004",FALSE,TRUE,FALSE,FALSE,"white_oak"
"459","1994-034",-89.79815,39.93545,"Quercus macrocarpa","Quercus","macrocarpa"," 'Ashworth' F2","","","F2","FF",9,"1994",FALSE,TRUE,FALSE,FALSE,"white_oak"
"460","1996-030",-89.79815,39.93551667,"Quercus macrocarpa","Quercus","macrocarpa","","","","F2","FF",41,"1996",FALSE,TRUE,FALSE,FALSE,"white_oak"
"461","2002-041",-89.79814148,39.93568352,"Quercus macrocarpa","Quercus","macrocarpa","","","","F1","FFF",55,"2002",FALSE,TRUE,FALSE,FALSE,"white_oak"
"462","1994-035",-89.79813333,39.93545,"Quercus macrocarpa","Quercus","macrocarpa"," 'Lippert' F2","","","F2","FF",27,"1994",FALSE,TRUE,FALSE,FALSE,"white_oak"
