"PlantId","ProvenanceType","SuppliedAs","ReceivedYear","CalcFullName","CalcNameSort","TradeSeries","Trademark","TrademarkRegistered","LivingAccessionDonor","Collectors","FieldNumber","CollectionDay","CollectionMonth","CollectionYear","LocalityNotes","GardenLocalityName","GardenSubarea3","GardenSubarea5","GardenSubarea4","CalcRemainingPlantQuantity","GardenSubarea1","GardenSubarea2","GardenLayout","Annotate","GardenSequence","Latitude","Longitude","HazardCode","HazardNote","CommemorationCategory","CommemorationText","CommemorationDate","CommemorationPerson","Sponsor","CommemorationNotes","Inventnote","Invcomment","Comments","Quercus_tf"
"844-2017*1","z","plant",2017,"Quercus alba L.","QUERCUSALBA",NA,"","","MORTON","","",NA,NA,NA,"","Morton East Side","old ash collection","south section",NA,7,"I-126","area","","ND",99999,41.813975,-88.041813,"","","","","","","","","scattered throughout the meadow","","",TRUE
"538-82*2","w","seed",1982,"Quercus rubra L.","QUERCUSRUBRA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1498",13,9,1982,"from above Sauk Lake in Sauk Trail Forest Preserve","Midwest","southwest section","",NA,1,"K-61","20-96","","T",3820,41.813989,-88.065313,"","","in memory of","In Memory of Charles Allen Clark","","Clark, Charles Allen","","","","","",TRUE
"537-82*9","w","seed",1982,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1500",13,9,1982,"near Sauk Lake in Sauk Trail Forest Preserve","Lake Jopamaca","north side","",NA,1,"P-25","30-93","","T",3240,41.815052,-88.07858,"","","in memory of","In Memory of Mary Beth Hayne","","Hayne, Mary Beth","","","","","",TRUE
"602-2000*2","w","seed",2000,"Quercus montana Willd.","QUERCUSMONTANA",NA,"","","2000 MWPCC SE US EXPED.","","MWPCC 2000-013",12,9,2000,"at picnic area across from entrance to county road 1772 leading to Potts Mountain, Jefferson National Forest","Quercus","south section","",NA,1,"H-103","15-80","","ND",3120,41.813541,-88.049942,"","","in memory of","The tree listened when my husband died.
I leaned my head against its trunk and cried.
No words were passed but I took its strength
and know
that life at last secretly transforms
until what is seen becomes unseen,
and what has been is still to be.

In Loving Memory of Robert 'Bert' Johnson","6/6/2017 12:00:00 AM","Robert 'Bert' Johnson","","","","","",TRUE
"704-46*1","w","seed",1946,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Nordine, RM","s.n.",NA,NA,NA,"site not noted","Centennial Grove","","",NA,1,"A-58","09-02","","T",6880,41.81118,-88.066633,"","","","","","","","","","-- the rest of the grove is unlabeled and not in catalog --","",TRUE
"180-93*4","w","seed",1993,"Quercus robur L.","QUERCUSROBUR",NA,"","","1993 GORNO-ALTAI RUSSIA EXPED.","Linden, PJ van der","42-1 & 42-2",14,9,1993,"in the Main Botanical Garden of the Russian Academy of Sciences in Moscow","Europe","","",NA,1,"Z-32","09-12","","ND",3400,41.817795,-88.076432,"","","in memory of","In Memory of Roger English","","Roger English","","","","","",TRUE
"463-84*9","w","seed",1984,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","","?","s.n.",NA,NA,NA,"along the Des Plaines River near Willow Springs","Lake Marmo","north side","",NA,1,"V-12","58-59","","T",1400,41.81665,-88.083546,"","","in memory of","In Memory of Ken Wessel","","Ken Wessel","","","","","",TRUE
"2175-29*24","g","plant",1929,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","NAPERVILLE N.","?","s.n.",NA,NA,NA,"","North Forestry Plot","south side","unlabeled section",NA,1,"T-82","43-90","","T",8920,41.816715,-88.057752,"","","","","","","","","","","",TRUE
"1173-2004*2","w","seed",2004,"Quercus coccinea Münchh. [1]","QUERCUSCOCCINEA1",NA,"","","2004 MWPCC OZARK EXPED.","","MWPCC 2004-129",28,10,2004,"west edge of Hawn State Park","Lake Jopamaca","north side","",NA,1,"Q-26","88-14","","T",3100,41.815488,-88.078522,"","","","","","","","","","","",TRUE
"212-2011*8","z","plant",2011,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","unlabeled section","",NA,1,"W-018","29-56","","ND",99999,41.816563,-88.094561,"","","","","","","","","","","",TRUE
"213-2011*10","z","plant",2011,"Quercus rubra L.","QUERCUSRUBRA",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","south savannah","unlabeled section",NA,1,"E-7","21-04","","ND",99999,41.811835,-88.085366,"","","","","","","","","","","",TRUE
"401-2008*1","z","plant",2008,"Quercus × sternbergii Luebbert","QUERCUSSTERNBERGII",NA,"","","STARHILL FOREST ARB.","?","s.n.",NA,NA,NA,"near Dallas","Quercus","north section","",NA,1,"J-101","36-35","","ND",5700,41.814124,-88.050865,"","","in honor of","In Honor of Arbor Day 2015, employee tree","","Arbor Day 2015, employee tree","","","","","",TRUE
"180-93*8","w","seed",1993,"Quercus robur L.","QUERCUSROBUR",NA,"","","1993 GORNO-ALTAI RUSSIA EXPED.","Linden, PJ van der","42-1 & 42-2",14,9,1993,"in the Main Botanical Garden of the Russian Academy of Sciences in Moscow","Quercus","north section","",NA,1,"N-98","69-88","","ND",7140,41.815289,-88.051825,"","","","","","","","","","","",TRUE
"74-2002*2","g","seed",2002,"Quercus acutissima Carruth.","QUERCUSACUTISSIMA",NA,"","","CHIBA U.","?","s.n.",NA,NA,NA,"on grounds of Osaka Prefectural University","Japan","","",NA,1,"AA-61","25-40","","T",360,41.818386,-88.065715,"","","","","","","","","","","",TRUE
"704-46*13","w","seed",1946,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Nordine, RM","s.n.",NA,NA,NA,"site not noted","Rosaceae","","",NA,1,"B-67","61-50","","T",2780,41.811685,-88.063177,"","","available","","","","","","","","",TRUE
"265-90*2","w","seed",1990,"Quercus mongolica Fisch. ex Ledeb. [1]","QUERCUSMONGOLICA1",NA,"","","MORTON-STAFF","?","s.n.",30,9,1990,"Pangquangou Nature Protection Area, Luliang Shan (Luliang Mountains)","Fagaceae","south section","",NA,1,"G-14","74-94","","ND",460,41.812602,-88.082502,"","","","","","","","","","-- go north --","",TRUE
"839-79*3","g","seed",1979,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","MORTON-STAFF","?","s.n.",NA,NA,NA,"","Sargent's Glade","south section","",NA,1,"X-19","63-79","","T",1560,41.817279,-88.080933,"","","in memory of","In Memory of Kent Michael Shuey","","Kent Michael Shuey","","","","","",TRUE
"1173-2004*5","w","seed",2004,"Quercus coccinea Münchh. [1]","QUERCUSCOCCINEA1",NA,"","","2004 MWPCC OZARK EXPED.","","MWPCC 2004-129",28,10,2004,"west edge of Hawn State Park","Quercus","south section","",NA,1,"G-99","92-96","","T",4020,41.813442,-88.051347,"","","","","","","","","","","",TRUE
"550-82*2","w","seed",1982,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1507",22,9,1982,"along the Fox River in Silver Springs State Park on edge of the parking area","Lake Jopamaca","north side","southwest berm",NA,1,"R-27","21-63","","T",2760,41.815592,-88.07798,"","","","","","","","","","","",TRUE
"606-2000*4","w","seed",2000,"Quercus montana Willd.","QUERCUSMONTANA",NA,"","","2000 MWPCC SE US EXPED.","","MWPCC 2000-017",12,9,2000,"on Cahas Mt.","Quercus","south section","",NA,1,"G-100","35-18","","T",2400,41.813288,-88.051259,"","","","","","","","","","","",TRUE
"704-46*17","w","seed",1946,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Nordine, RM","s.n.",NA,NA,NA,"site not noted","Rosaceae","","",NA,1,"C-67","19-40","","T",2700,41.811843,-88.063221,"","","in memory of","Henry Rose
Beloved son, brother, husband,
father, uncle and friend to many.
Like the oak tree,
you stood for strength, growth,
wisdom and endurance.
May your light shine on
in all the lives you touched.
3.31.2022","6/20/2022 12:00:00 AM","Rose, Henry","Rose, Susi","label text center justified","","","",TRUE
"2385-26*21","u","plant",1926,"Quercus alba L.","QUERCUSALBA",NA,"","","UNKNOWN","?","s.n.",NA,NA,NA,"","North Forestry Plot","south side","unlabeled section",NA,1,"T-82","53-73","","ND",8400,41.816741,-88.057815,"","","","","","","","","","","",TRUE
"548-82*14","w","seed",1982,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1501",22,9,1982,"in Oswego Township Cemetery","Sargent's Glade","south section","",NA,1,"Z-20","56-22","","T",1360,41.817813,-88.080799,"","","in memory of","In Memory of Isabel Munns","","Isabel Munns","Louise Kuzmarskis","","","","",TRUE
"214-91*3","w","seed",1991,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","1991 MORTON IA-NE SD. EXPED.","","s.n.",17,9,1991,"along the south side of the North River about 2 miles southwest of Norwalk and 0.5 miles west of IA-28","Quercus","north section","",NA,1,"N-102","40-29","","T",5220,41.815241,-88.050572,"","","","","","","","","","","",TRUE
"482-2018*1","w","seed",2018,"Quercus texana Buckley","QUERCUSTEXANA",NA,"","","PECKERWOOD GDN.","Black, A","20181005-005",5,10,2018,"","Quercus","","",NA,1,"J-100","11-99","","",5840,41.81405335,-88.05099511,"","","","","","","","","","","",TRUE
"549-82*1","w","seed",1982,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1502",22,9,1982,"in Oswego Township Cemetery","Fagaceae","north section","",NA,1,"K-13","59-58","","T",280,41.813646,-88.083048,"","","available","","","","","","","-- go south of the road --","",TRUE
"212-2011*7","z","plant",2011,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","unlabeled section","",NA,1,"V-011","95-45","","ND",99999,41.816535,-88.092031,"","","","","","","","","","","",TRUE
"549-82*6","w","seed",1982,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1502",22,9,1982,"in Oswego Township Cemetery","Midwest","southwest section","",NA,1,"K-60","68-62","","T",3180,41.814109,-88.06581,"","","available","","","","","","","-- end bed; go southeast --","",TRUE
"14-2013*1","z","graft",2013,"Quercus acerifolia (E.J.Palmer) Stoynoff & W.J.Hess","QUERCUSACERIFOLIA",NA,"","","","?","s.n.",NA,NA,NA,"Magazine Mountain, Mount Magazine State Park, Mountain","Gateway to Tree Science","","",NA,1,"F-104","77-27","","ND",99999,41.813167,-88.049754,"","","do not use","possible experimental tree","","","","","","","",TRUE
"843-79*1","g","plant",1979,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"from Kankakee River State Park","Upper Joy Path","east side","bed 3",NA,1,"HH-26","10-16","","T",500,41.819936,-88.078715,"","","in memory of","In Memory of Alfred Etter","","Etter, Alfred","Alfred Etter family and friends","Dr Etter was the Arboretum's Naturalist in the 1960s & 1970s","","","",TRUE
"573-40*1","w","plant",1940,"Quercus palustris Münchh. [1]","QUERCUSPALUSTRIS1",NA,"","","U. KENTUCKY","?","s.n.",NA,NA,NA,"","Quercus Landscape Planting","south side","",NA,1,"K-88","54-99","","T",600,41.814333,-88.055411,"","","","","","","","","","","",TRUE
"204-92*4","w","seed",1992,"Quercus ellipsoidalis E.J.Hill","QUERCUSELLIPSOIDALIS",NA,"","","MORTON-STAFF","Linden, PJ van der","s.n.",30,10,1992,"in Bluffton Township","Quercus","north section","",NA,1,"J-103","65-03","","T",4080,41.814219,-88.050255,"","","in memory of","In Loving Memory of Marilyn Sullivan;
a beautiful soul with the grace and strength of a magnificent oak.
You will forever be our light; a reminder of what is kind,
courageous and good in this world.","3/19/2021 12:00:00 AM","Sullivan, Marilyn","","","","","",TRUE
"570-78*8","w","seed",1978,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Shaw, CB","NI-89",2,11,1978,"in campground north of the Kankakee River under spont. plants 1/2 mile west of the Kankakee Co. line","Fagaceae","north section","",NA,1,"L-14","05-60","","T",220,41.813781,-88.08268,"","","","","","","","","","","",TRUE
"548-82*3","w","seed",1982,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1501",22,9,1982,"in Oswego Township Cemetery","Sargent's Glade","south section","",NA,1,"W-18","39-53","","T",1660,41.816928,-88.081379,"","","in honor of","In Honor of Richard P. and Belle A. Radcliffe","","Radcliffe, Belle A.
Radcliffe, Richard P.","","","","","",TRUE
"704-46*16","w","seed",1946,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Nordine, RM","s.n.",NA,NA,NA,"site not noted","Rosaceae","","",NA,1,"C-67","07-67","","T",2720,41.811813,-88.063121,"","","available","","","","","","","","",TRUE
"153-2010*1","w","plant",2010,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","MORTON","?","s.n.",NA,NA,NA,"Daffodil Glade, The Morton Arboretum, Lisle","Daffodil Glade","","",NA,1,"KK-17","86-73","","ND",720,41.820888,-88.081851,"","","in memory of","in memory of George Ware - July 2010
Tree Researcher Extraordinaire","","George H. Ware","","","","Bur oak                                       not in catalog                      2  LL-18/area
-- go southeast along the road --","",TRUE
"564-2009*10","z","plant",2009,"Quercus alba L.","QUERCUSALBA",NA,"","","POSSIBILITY PL. N.","Shaw, CB","s.n.",NA,NA,NA,"Chicago Region","Morton East Woods","East Woods","not labeled",NA,1,"A-114","78-27","","ND",99999,41.811891,-88.046028,"","","","","","","","","","","",TRUE
"1133-2004*1","w","plant",2004,"Quercus lyrata Walter","QUERCUSLYRATA",NA,"","","2004 MWPCC OZARK EXPED.","","MWPCC 2004-119",27,10,2004,"near parking lot in Otter Slough State Conservation Area","Quercus","north section","",NA,1,"O-96","16-72","","T",7400,41.815398,-88.052622,"","","","","","","","","","","",TRUE
"2385-26*20","u","plant",1926,"Quercus alba L.","QUERCUSALBA",NA,"","","UNKNOWN","?","s.n.",NA,NA,NA,"","North Forestry Plot","south side","unlabeled section",NA,1,"T-82","50-89","","ND",8380,41.816734,-88.057756,"","","","","","","","","","","",TRUE
"852-2005*6","w","seed",2005,"Quercus mongolica Fisch. ex Ledeb. [1]","QUERCUSMONGOLICA1",NA,"","","NACPEC 2005 GANSU EXPED.","","NACPEC 2005-001",18,9,2005,"at Xian Jia Wan","Quercus","south section","",NA,1,"K-95","41-20","","T",1320,41.814355,-88.053134,"","","","","","","","","","","",TRUE
"903-2005*4","w","seed",2005,"Quercus baronii Skan","QUERCUSBARONII",NA,"","","NACPEC 2005 GANSU EXPED.","","NACPEC 2005-069",27,9,2005,"","Quercus","south section","",NA,1,"K-95","74-48","","ND",1580,41.814448,-88.053035,"","","","","","","","","","","",TRUE
"494-2012*3","w","seed",2012,"Quercus cerris L.","QUERCUSCERRIS",NA,"","","","Placek, D","s.n.",NA,NA,NA,"Libicky luh preserve (about 53.5 km east of Prague)","Europe","","",NA,1,"DD-32","21-92","","ND",4900,41.819038,-88.076189,"","","","","","","","","","","",TRUE
"213-2011*4","z","plant",2011,"Quercus rubra L.","QUERCUSRUBRA",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","unlabeled section","",NA,1,"U-011","93-83","","ND",99999,41.816259,-88.091879,"","","","","","","","","","","",TRUE
"213-2011*7","z","plant",2011,"Quercus rubra L.","QUERCUSRUBRA",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","south savannah","unlabeled section",NA,1,"E-5","01-99","","ND",99999,41.81177,-88.085748,"","","","","","","","","","","",TRUE
"1155-2004*3","w","seed",2004,"Quercus rubra L.","QUERCUSRUBRA",NA,"","","2004 MWPCC OZARK EXPED.","","MWPCC 2004-075",23,10,2004,"Hwy 309 N toward Magazine Mtn from the south in National Forest","Lake Jopamaca","west side","",NA,1,"R-25","83-60","","ND",3420,41.815743,-88.078732,"","","in memory of","Luke & Lila Miller
Like this tree may you stay grounded as you reach for the sky,
remember your roots as you grow,
bend but not break as you face storms,
and enjoy your special place in this world.","7/21/2016 12:00:00 AM","Miller, Luke Carcani","","","","","",TRUE
"539-96*3","w","seed",1996,"Quercus michauxii Nutt.","QUERCUSMICHAUXII",NA,"","","MORTON-STAFF","Linden, PJ van der","96-03",22,10,1996,"in picnic ground at Big Oak Tree State Park","Quercus","north section","",NA,1,"L-97","64-79","","T",6760,41.814716,-88.0522,"","","","","","","","","","","Originally planted in Bobolink Meadow - Fagaceae Coll. in 2000 at J-16/81-76. Transplanted to Quercus at L-97/64-79 Apr. 2001.",TRUE
"185-92*1","w","seed",1992,"Quercus velutina Lam.","QUERCUSVELUTINA",NA,"","","MORTON-STAFF","Linden, PJ van der","s.n.",14,9,1992,"along Merioneth Road","Midwest","east section","",NA,1,"L-69","72-22","","T",5080,41.814474,-88.062671,"","","in memory of","In loving memory of Florian Koerber (1938-2016)
Beloved husband,Father,Opa and friend.
We love you and miss you dearly.","5/11/2016 12:00:00 AM","Florian Koerber","","","","","Transplanted 19SEP2003 from K-16/26-58 to L-69/72-22.",TRUE
"5-2018*3","w","seed",2018,"Quercus austrina Small","QUERCUSAUSTRINA",NA,"","","CITY OF COLUMBIA, PKS & REC.","Phelps, D","",NA,11,2017,"","Quercus","","",NA,1,"K-104","74-88","","",4280,41.81453519,-88.04958887,"","","","","","","","","","","",TRUE
"474-2001*1","w","seed",2001,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON","Hedborn Jr, EA","1561",29,9,2001,"in Warren Dunes State Park, east side of youth campground","Midwest","west section","",NA,1,"M-62","23-07","","T",7160,41.814547,-88.065297,"","","available","","","","","","","","",TRUE
"5-2015*1","w","seed",2015,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","STARHILL FOR. ARB.","Johnson, J","s.n.",1,4,2014,"Tulsa","Quercus","","",NA,1,"I-104","49-82","","ND",7560,41.81391664,-88.0495861,"","","","","","","","","","","",TRUE
"2175-29*21","g","plant",1929,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","NAPERVILLE N.","?","s.n.",NA,NA,NA,"","North Forestry Plot","south side","unlabeled section",NA,1,"T-82","51-65","","T",8960,41.816734,-88.057844,"","","","","","","","","","","",TRUE
"213-2011*5","z","plant",2011,"Quercus rubra L.","QUERCUSRUBRA",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","unlabeled section","",NA,1,"V-011","45-66","","ND",99999,41.8164,-88.091948,"","","","","","","","","","","",TRUE
"2385-26*22","u","plant",1926,"Quercus alba L.","QUERCUSALBA",NA,"","","UNKNOWN","?","s.n.",NA,NA,NA,"","North Forestry Plot","south side","unlabeled section",NA,1,"T-83","33-06","","ND",8420,41.816689,-88.057692,"","","","","","","","","","","",TRUE
"537-82*10","w","seed",1982,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1500",13,9,1982,"near Sauk Lake in Sauk Trail Forest Preserve","Lake Jopamaca","north side","",NA,1,"P-26","38-14","","T",3280,41.815076,-88.078504,"","","in memory of","In Loving Memory of Helen Genevieve McGowan","","McGowan, Helen","","","","-- go north --","",TRUE
"704-46*9","w","seed",1946,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Nordine, RM","s.n.",NA,NA,NA,"site not noted","Meadow Lake","north side","",NA,1,"U-54","70-40","","T",2400,41.816799,-88.068212,"","","available","near road","","","","","","-- go southwest to the walk -- -- Lee Edwards Georgeson bench --","",TRUE
"210-91*3","w","seed",1991,"Quercus × fernowii Trel.","QUERCUSFERNOWII",NA,"","","1991 MORTON IA-NE SD. EXPED.","","s.n.",16,9,1991,"in the Donnellson Unit of Shimek State Forest","Quercus","north section","",NA,1,"N-98","50-05","","T",7280,41.815229,-88.052127,"","","","","","","","","","","",TRUE
"212-2011*6","z","plant",2011,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","unlabeled section","",NA,1,"V-010","41-24","","ND",99999,41.816394,-88.091735,"","","","","","","","","","","",TRUE
"214-2011*1","z","plant",2011,"Quercus ellipsoidalis E.J.Hill","QUERCUSELLIPSOIDALIS",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","unlabeled section","",NA,1,"V-018","08-82","","ND",99999,41.816234,-88.09445,"","","","","","","","","","","",TRUE
"852-2005*7","w","seed",2005,"Quercus mongolica Fisch. ex Ledeb. [1]","QUERCUSMONGOLICA1",NA,"","","NACPEC 2005 GANSU EXPED.","","NACPEC 2005-001",18,9,2005,"at Xian Jia Wan","Quercus","south section","",NA,1,"K-95","42-62","","T",2220,41.814362,-88.05298,"","","","","","","","","","","",TRUE
"2385-26*5","u","plant",1926,"Quercus alba L.","QUERCUSALBA",NA,"","","UNKNOWN","?","s.n.",NA,NA,NA,"","South Forestry Plot","north side","",NA,1,"M-84","74-71","","ND",6880,41.814897,-88.057007,"","","","","","","","","","-- go northwest through oaks and maples --","",TRUE
"564-2009*9","z","plant",2009,"Quercus alba L.","QUERCUSALBA",NA,"","","POSSIBILITY PL. N.","Shaw, CB","s.n.",NA,NA,NA,"Chicago Region","Morton East Woods","East Woods","not labeled",NA,1,"A-114","71-82","","ND",99999,41.811876,-88.045825,"","","","","","","","","","","",TRUE
"2175-29*16","g","plant",1929,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","NAPERVILLE N.","?","s.n.",NA,NA,NA,"","North Forestry Plot","south side","unlabeled section",NA,1,"T-82","03-93","","T",8800,41.816605,-88.057736,"","","","","","","","","","","",TRUE
"5-2015*2","w","seed",2015,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","STARHILL FOR. ARB.","Johnson, J","s.n.",1,4,2014,"Tulsa","Quercus","","",NA,1,"I-104","62-12","","",2920,41.81394648,-88.04984105,"","","","","","","","","","","",TRUE
"53-2014*2","z","plant",2014,"Quercus oglethorpensis Duncan","QUERCUSOGLETHORPENSIS",NA,"","","WOODLANDERS","?","s.n.",NA,NA,NA,"","Rare & Endangered Plants","","",NA,1,"P-58","23-37","","ND",99999,41.815336,-88.066691,"","","","","","","","","","","",TRUE
"417-45*8","z","seed",1945,"Quercus buckleyi Nixon & Dorr","QUERCUSBUCKLEYI",NA,"","","","Deam, CC","63895",NA,NA,NA,"in Platt National Park","Rosaceae","","",NA,1,"B-60","86-77","","T",5120,41.811691,-88.065647,"","","","","","","","","","","",TRUE
"548-82*5","w","seed",1982,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1501",22,9,1982,"in Oswego Township Cemetery","Midwest","southwest section","",NA,1,"K-61","81-59","","T",3980,41.814153,-88.065456,"","","in memory of","In Memory of Robert C. Stevens","","Robert C. Stevens","","","","","",TRUE
"540-96*3","w","seed",1996,"Quercus shumardii Buckley","QUERCUSSHUMARDII",NA,"","","MORTON-STAFF","Linden, PJ van der","96-13",28,10,1996,"at overlook along state highway 76 near Branson in Henning State Forest","Quercus","north section","",NA,1,"K-101","08-10","","T",5760,41.814319,-88.050967,"","","in memory of","John Robert Eklund: 06/02/1929-05/07/2019
A man of great faith and great humor.
You can always tell a Swede, but you can’t tell him much.","7/12/2019 12:00:00 AM","Eklund, John Robert","","","","","Originally planted in Bobolink Meadow - Fagaceae Coll. in 2000 at K-16/38-21. Transplanted to Quercus Apr. 2001 at K-101/08-10.",TRUE
"515-2001*3","w","seed",2001,"Quercus shumardii Buckley","QUERCUSSHUMARDII",NA,"","","MT. CUBA CENTER","","KB-004",2,10,2001,"along the west side of Kentucky Route 27 just north of the town of Hall","Eastern North America","Appalachia","north section",NA,1,"CC-76","15-78","","ND",3900,41.819049,-88.060101,"","","","","","","","","","","",TRUE
"213-2011*9","z","plant",2011,"Quercus rubra L.","QUERCUSRUBRA",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","south savannah","unlabeled section",NA,1,"E-6","86-58","","ND",99999,41.812009,-88.085542,"","","","","","","","","","","",TRUE
"704-46*8","w","seed",1946,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Nordine, RM","s.n.",NA,NA,NA,"site not noted","Meadow Lake","north side","",NA,1,"T-56","80-55","","T",2100,41.816572,-88.067413,"","","in honor of","In appreciation of Bill Kurtis and Donna LaPietra
True champions of trees
Dedicated August 2015","8/28/2015 12:00:00 AM","Bill Kurtis and Donna LaPietra","","Bill Kurtis is a long time anchor at WBBM-TV in Chicago","","","",TRUE
"49-2002*5","w","seed",2002,"Quercus georgiana M.A.Curtis","QUERCUSGEORGIANA",NA,"","","STARHILL FOREST ARB.","?","s.n.",1,1,2001,"on Stone Mountain","Quercus","south section","",NA,1,"M-95","97-00","","T",1120,41.815055,-88.053238,"","","","","","","","","","","",TRUE
"1140-2004*5","w","seed",2004,"Quercus × fernowii Trel.","QUERCUSFERNOWII",NA,"","","2004 MWPCC OZARK EXPED.","","MWPCC 2004-044",20,10,2004,"at Cedar Hollow Resort on Table Rock Lake, on edge of parking lot","Quercus","south section","",NA,1,"M-94","17-32","","ND",1000,41.81483,-88.053478,"","","","","","","","","","","",TRUE
"417-45*1","z","seed",1945,"Quercus buckleyi Nixon & Dorr","QUERCUSBUCKLEYI",NA,"","","","Deam, CC","63895",NA,NA,NA,"in Platt National Park","Quercus","north section","",NA,1,"I-101","80-39","","T",5640,41.813971,-88.050846,"","","","","","","","","","","",TRUE
"602-2000*1","w","seed",2000,"Quercus montana Willd.","QUERCUSMONTANA",NA,"","","2000 MWPCC SE US EXPED.","","MWPCC 2000-013",12,9,2000,"at picnic area across from entrance to county road 1772 leading to Potts Mountain, Jefferson National Forest","Quercus","south section","",NA,1,"G-104","97-11","","ND",3140,41.813494,-88.049826,"","","available","","","","","","","","",TRUE
"622-2008*12","w","seed",2008,"Quercus alba L.","QUERCUSALBA",NA,"","","MORTON-STAFF","Morton Volunteers","s.n.",24,9,2008,"Morton Arboretum East Woods, Lisle","Morton East Woods","East Woods","not labeled",NA,1,"N-125","08-75","","ND",99999,41.815369,-88.04197,"","","","","","","","","","","",TRUE
"463-2016*1","w","plant",2016,"Quercus ellipsoidalis E.J.Hill","QUERCUSELLIPSOIDALIS",NA,"","","BRENTON ARB.","Schmitz, AP","2014/022/153",3,9,2014,"Turkey River Wildlife Management Area approximately two miles south of Cresco","Quercus","","",NA,2,"K-94","81-66","","",1560,41.814459,-88.053337,"","","","","","","","","","","",TRUE
"539-2010*2","w","seed",2010,"Quercus petraea subsp. iberica (Steven ex M.Bieb.) Krassiln. [1]","QUERCUSPETRAEAIBERICA1",NA,"","","CHICAGO BG.","?","s.n.",NA,NA,NA,"","Central & Western Asia","","",NA,1,"DD-68","89-76","","ND",99999,41.819453,-88.063063,"","","","","","","","","","","",TRUE
"2175-29*18","g","plant",1929,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","NAPERVILLE N.","?","s.n.",NA,NA,NA,"","North Forestry Plot","south side","unlabeled section",NA,1,"T-82","31-16","","T",8880,41.816675,-88.058021,"","","","","","","","","","","",TRUE
